Título,Vínculo,Fecha,Contenido
"Jorge Martín,  líder de MotoGP",https://www.jornada.com.mx/2024/03/25/deportes/a11n5dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",Portimao. El español Jorge Martín (Ducati) se impuso ayer en el Gran Premio de Portugal de MotoGP –donde en 2021 se accidentó– y el subcampeón del mundo toma el mando de la competencia tras dos carreras.
Diablos Rojos se vengan de los Yanquis de NY tras medio siglo,https://www.jornada.com.mx/2024/03/25/deportes/a09n1dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Hace un siglo prohibieron ensalivar la pelota en el beisbol. Un viejo truco de peloteros eternizados en color sepia que solían humedecer con la lengua el cuero de la bola, una artimaña que fue incluida en la lista de costumbres proscritas desde 1920. Eso lo sabía la estrella mexicana Alfredo Zurdo Ortiz, serpentinero bien templado, como los de antes, cuando tuvo enfrente al monstruo del bateo, Mickey Mantle, cañonero de los Yanquis de Nueva York que había ganado una triple corona con el tolete."
Barcelona supera 3-0 al Real Madrid,https://www.jornada.com.mx/2024/03/25/deportes/a11n2dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Con anotaciones de Fridolina Rolfo, Aitana Bonmatí y Caroline Hansen, el Barcelona femenil superó 3-0 al Real Madrid en el clásico. Con este triunfo, las blaugranas se mantienen líderes en solitario de la liga española con 61 unidades, mientras las merengues son segundas con 49 puntos."
Rebeldes hutíes atacan petrolero chino en el mar Rojo,https://www.jornada.com.mx/2024/03/25/mundo/021n2mun?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Madrid. Rebeldes hutíes dispararon cinco misiles contra un buque petrolero chino en el mar Rojo, “pese a haber declarado previamente que no atacarían a los buques chinos”, informó ayer el Mando Central de Estados Unidos (Centcom)."
Desacata la alcaldía Coyoacán orden de tribunal de demoler construcción ilegal,https://www.jornada.com.mx/2024/03/25/capital/027n1cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","A más de dos años de que el Tribunal de Justicia Administrativa ordenó la demolición de un segundo nivel construido de forma ilegal en el inmueble de Cuauhtémoc 68, colonia Del Carmen, la alcaldía Coyoacán no la ha ejecutado y con la presentación de documentos apócrifos ha permitido la construcción de 30 locales, dos espacios para restaurantes y una alberca, violando el uso de suelo habitacional."
"China, dispuesta a mayor apertura",https://www.jornada.com.mx/2024/03/25/economia/017n2eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","El primer ministro de China, Li Qiang, destacó ayer que su gobierno está dispuesto a atraer a los inversionistas globales mediante un enfoque integral que incluya política macroeconómica, urbanización, mejoras industriales y transición ecológica a fin de consolidar su recuperación económica. Al inaugurar el Foro de Desarrollo de China, en Pekín, Li Qiang señaló que el año pasado se lograron las principales metas de desarrollo económico y social. Kristalina Georgieva, directora gerente del Fondo Monetario Internacional, presente en la reunión, señaló que China se enfrenta a una encrucijada: confiar en las políticas que han funcionado o reinventarse para “una nueva era de crecimiento de alta calidad”; asimismo, estimó que un paquete de reformas “pro mercado” sumaría 3.5 billones de dólares a la economía del gigante asiático en 15 años. Para ello, agregó, se necesitan medidas “decisivas” como completar las viviendas que dejaron inconclusas los promotores en quiebra y reducir los riesgos de deuda de los gobiernos locales. Antes de la inauguración del foro hubo reuniones a puerta cerrada. El director ejecutivo de Apple, Tim Cook, dio a conocer que se entrevistó con Li. “Creo que China realmente se está abriendo”, consideró."
León Bendesky: Valor de la democracia,https://www.jornada.com.mx/2024/03/25/economia/017a1eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Ningún régimen político puede    ser perfecto. No existe la solución ideal para el problema de la organización social; todas son de carácter subóptimo. El asunto se asienta en la naturaleza misma de la sociedad. La cuestión, en este contexto, es si se debe defender el caso de la democracia. Como toda empresa humana, la democracia es conflictiva, avanza y retrocede; se tuerce y se endereza. Es siempre una obra en construcción, con demoliciones posibles. Genera energía social y altos grados de entropía. Ahí donde existe la democracia debe preservarse, afinando de modo permanente su funcionamiento, puesto que la experiencia de cada sociedad, de cada nación y Estado es diferente, cambiante y flexible. También es proclive al secuestro, ostensible en muchas partes. El asunto a considerar es el que corresponde a dicha flexibilidad y las repercusiones de su fragilidad. Los límites de los arreglos posibles son muy diversos, pero, en todo caso, puede pensarse esta cuestión a partir de un arrimo a la noción matemática del límite como la aproximación a un punto concreto de una función. Dicha función está definida en última instancia por la estructura del poder."
Julio Hernández López: Astillero,https://www.jornada.com.mx/2024/03/25/opinion/008o1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",
"En Chapingo inician cultivo sustentable del ahuautle, alimento prehispánico",https://www.jornada.com.mx/2024/03/25/estados/026n2est?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Texcoco, Méx., La Universidad Autónoma Chapingo (UACh) comenzó a cultivar ahuautle en estanques, de forma limpia y sustentable, el cual es un alimento prehispánico recolectado por las culturas mesoamericanas en cuerpos de agua dulce."
Polonia recuerda 80 años del gran escape de un campo nazi,https://www.jornada.com.mx/2024/03/25/mundo/021n5mun?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Varsovia. Polonia conmemoró ayer el 80 aniversario del gran escape, cuando durante la Segunda Guerra Mundial, en un ingenioso acto de desafío, 76 prisioneros de guerra huyeron mediante un túnel de un campamento alemán hasta llegar a un bosque nevado. Tuvo lugar una ceremonia en Żagań, donde estaba antes el campamento que es ahora museo, reportó la emisora TVP World. Soldados británicos exhibieron fotos de pilotos ejecutados por órdenes de Adolfo Hitler en una ceremonia a la que también asistió el embajador británico en Polonia. Durante la Segunda Guerra Mundial, ese campamento de prisioneros de guerra albergó a personal de las fuerzas aéreas de los aliados, incluyendo soldados británicos, estadunidenses y polacos, entre otros, y aviadores británicos lideraron el intento de fuga. En ese entonces el área era parte de Alemania, pero ahora está en el oeste de Polonia."
Avanza Coco Gauff en el Abierto de Miami,https://www.jornada.com.mx/2024/03/25/deportes/a10n3dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","La tenista estadunidense Coco Gauff remontó en el primer set para vencer a Oceane Dodin por 6-4 y 6-0, con lo que logró avanzar a los octavos de final en el Abierto de Miami. La número tres del mundo se medirá a Caroline García, quien derrotó de manera sorpresiva a Naomi Osaka por 8-6 y 7-5, mientras la número uno del orbe, Iga Swiatek, también accedió a esas instancias. En la rama varonil pasaron Jannik Sinner, Ben Shelton y Alex de Miñaur, en tanto el danés Holger Rune fue eliminado."
Asesinan a alcaldesa correísta en Ecuador,https://www.jornada.com.mx/2024/03/25/mundo/021n3mun?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Quito. Una joven alcaldesa y uno de sus colaboradores fueron asesinados ayer en la madrugada, confirmó la policía, sumándose a una ola de violencia en el país andino y en medio de un estado de excepción. Brigitte García, de 27 años y alcaldesa de la ciudad costera San Vicente, en la provincia de Manabí, y Jairo Loor, uno de sus colaboradores, fueron encontrados muertos en un vehículo y con heridas de bala, indicó la policía a los medios. García, del movimiento Revolución Ciudadana, del ex presidente Rafael Correa (2007-17), asumió el cargo en mayo. “Hoy Brigitte ya no está. Estoy destrozado. No lo puedo creer”, escribió Correa en la red social X."
David Márquez Ayala: Reporte económico,https://www.jornada.com.mx/2024/03/25/opinion/018o1eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Usando cifras promedio anual    de la Encuesta (trimestral) Nacional de Ocupación y Empleo (ENOE) que levanta el INEGI, la estructura ocupacional de México en 2023 fue: Población total 129.3 millones de habitantes (0.57% más que en 2022), de los cuales 100.3 m tenían 15 años o más, edad estadística laboral que debería ser 18 con un bachillerato universal que capacitara a las y los jóvenes para ingresar al mercado de trabajo y/o para continuar estudios superiores). De esta cifra (100.3 m), según nuestra clasificación (Gráfico 1), 65.8 millones constituyen la Población Económicamente Activa (PEA) y 34.5 m la No Activa. De la PEA, 58.9 m (89.5%) están ocupados y 6.9 m (10.5%) son población desocupada."
David Penchyna Grub: Encuestas vs propaganda,https://www.jornada.com.mx/2024/03/25/politica/012a1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Durante las últimas    dos décadas el uso de encuestas en nuestro país ha venido en aumento tanto en el ámbito empresarial como en el mercado político, entendiendo que una encuesta solicita a las personas de una sociedad predeterminada información a través de cuestionarios presenciales y/o de instrumentos digitales que hoy en día se usan cada día más."
Culiacán: murió agente de la  GN en tiroteo con criminales,https://www.jornada.com.mx/2024/03/25/estados/024n1est?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Mazatlán, Sin., Un elemento de la Guardia Nacional (GN) murió y otro quedó gravemente herido, luego de enfrentarse con comandos del crimen organizado en el bulevar Diego Valadez o Malecón Nuevo, en Culiacán, Sinaloa, la madrugada de ayer, informó Gerardo Mérida Sánchez, titular de la Secretaria de Seguridad Pública (SSP) del estado. Autoridades locales reportaron además el asesinato de dos personas en hechos distintos ocurridos en la ciudad."
Respaldan especialistas  a México en la disputa sobre transgénicos,https://www.jornada.com.mx/2024/03/25/economia/016n3eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Expertos han reconocido la respuesta de México a Estados Unidos ante el Secretariado del T-MEC, en la disputa comercial entre ambos países sobre las restricciones al maíz genéticamente modificado en las tortillas, a fin de proteger la salud pública y la biodiversidad del maíz."
Importación de autos se triplicó,https://www.jornada.com.mx/2024/03/25/economia/017n1eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","En sólo cuatro años el valor de las importaciones de automóviles para menos de 10 pasajeros se triplicó, ante el empuje de marcas asiáticas, especialmente de China, de donde provienen dos de cada 10 autos que se venden en el país."
Aprueban diputados cambios a ley para el listado de detenciones,https://www.jornada.com.mx/2024/03/25/politica/010n1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Para evitar que se vulnere la base de datos del Registro Nacional de Detenciones, así como la identidad, los derechos humanos e integridad de las personas aprehendidas, la Comisión de Justicia de la Cámara de Diputados aprobó una reforma para que la Secretaría de Seguridad y Protección Ciudadana (SSPC) emita un protocolo de riesgo y designe a funcionarios responsables de la integridad del sistema."
Tefy Clouds y Bloody Benders mostraron que las “chicas también hacen ruido”,https://www.jornada.com.mx/2024/03/25/espectaculos/a07n1esp?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","El poder femenino de las bandas mexicanas Tefy Clouds y Bloody Benders se manifestó la noche del sábado en el Museo Universitario del Chopo, demostrando que “las mujeres hacen ruido” en el punk."
Fundador de La familia michoacana tramita amparo contra extradición a EU,https://www.jornada.com.mx/2024/03/25/politica/006n2pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","José Jesús Méndez Vargas, El Chango, fundador de La familia michoacana, interpuso un nuevo recurso de amparo en contra de su entrega en extradición a las autoridades de Estados Unidos, quienes buscan enjuiciarlo en la Corte Federal del Distrito Sur de Nueva York por cargos relacionados con el tráfico de cocaína y metanfetamina."
El TFJA ha resuelto 6 sentencias para que compañías de Salinas Pliego paguen al SAT,https://www.jornada.com.mx/2024/03/25/economia/019n1eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","El pleno de la sala superior del Tribunal Federal de Justicia Administrativa (TFJA) ha resuelto al menos seis sentencias en las que ratificó que las empresas Grupo Elektra y Tv Azteca, propiedad de Ricardo Salinas Pliego, deben pagar millonarios créditos fiscales por concepto de impuesto sobre la renta (ISR), multas y recargos por ejercicios fiscales entre 2010 y 2013, los cuales busca evitar mediante juicios federales."
Dispersa viento la contaminación por ozono y levantan contingencia,https://www.jornada.com.mx/2024/03/25/capital/029n1cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",La Comisión Ambiental de la Megalópolis (Came) suspendió ayer a partir de las 15 horas la contingencia ambiental por ozono que se aplicó desde el sábado por la tarde en la zona metropolitana.
Se cumplen 25 años de la operación militar de la OTAN en Yugoslavia,https://www.jornada.com.mx/2024/03/25/mundo/020n3mun?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Madrid. El presidente de Serbia, Aleksandar Vucic, dijo ayer que la Organización del Tratado del Atlántico Norte (OTAN) comenzó hace 25 años, y “sin ningún derecho”, una campaña de bombardeos sobre Yugoslavia que se extendió durante 99 días y que, un cuarto de siglo después, sólo consiguió que su país sea “más fuerte, más valiente y más desafiante”."
"Hermann Bellinghausen: Ciudad final, ciudad sin fin",https://www.jornada.com.mx/2024/03/25/cultura/a04a1cul?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Cuando decimos muy gallitos “qué me dura” estamos declarando que, si por uno fuera, tal persona, valla o prueba tendría una breve existencia y la estaríamos condenado a la obsolescencia. Sólo que hoy vivimos donde ya nada dura, instalados en el país de las últimas cosas que imaginara Paul Auster. Lo único que dura es el instante. Y no mucho, así se vuelva viral y pese un instagramo de pura ligereza."
"Detenidos, los 3 presuntos autores intelectuales del asesinato de Marielle Franco, concejala de Río de Janeiro",https://www.jornada.com.mx/2024/03/25/mundo/023n1mun?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Río de Janeiro., Las autoridades brasileñas detuvieron ayer a los tres presuntos “autores intelectuales” del asesinato de la concejala de Río de Janeiro Marielle Franco, en 2018, en un paso muy esperado por la sociedad después de años de exigir justicia."
Marlene Santos Alejo: Balance de la jornada,https://www.jornada.com.mx/2024/03/25/opinion/a11o1dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","En la Liga Mx Femenil sólo hay seis equipos competitivos, de los cuales cuatro pagan bien a sus principales figuras, mientras el resto de las plantillas sobrelleva el certamen a regañadientes, con un mínimo de inversión y poca atención a las futbolistas; sin embargo, Mariana Gutiérrez, titular de esa rama, exclamó el jueves: “¡Me atrevería a decir que el futbol femenil está en la gloria!”… La realidad es que, en siete años, las condiciones en el grueso de los clubes pasaron de la ignominia al mínimo decoro; de jugar recibiendo mil 500 pesos al mes a entre 10 y 15 mil… Era tan absurda la cifra inicial que decidieron no llamarlo sueldo, sino “estímulo económico”."
Arturo Balderas Rodríguez: Respiro,https://www.jornada.com.mx/2024/03/25/politica/013a1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Quienes están alarmados    ante la posibilidad que Donald Trump regrese a la presidencia de Estados Unidos por fin han recibido una buena nueva: los cofres del Partido Republicano han sufrido una merma sustancial en los fondos destinados al apoyo de las campañas de sus aspirantes, el principal de ellos Trump. Resulta que a la fecha el Partido Republicano tiene en la caja solamente 9 millones de dólares, por 155 del Partido Demócrata ( NYT, The Daily). En un país en donde el dinero es tan importante para la promoción del voto, esto pudiera tener un impacto significativo en el resultado de las elecciones. A diferencia de otros países, uno de ellos México, en los que el Estado apoya a los partidos políticos con recursos para la promoción de sus actividades, una de ellas las campañas electorales, y establece restricciones sobre los capitales monetarios o en especie que reciben de particulares, en la Unión Americana esas restricciones son muy flexibles. Uno de los instrumentos favoritos son los “PAC”, comités de acción política que pueden recaudar millones de dólares para donarlos a los candidatos."
Repunta la inflación en hogares de mayores ingresos,https://www.jornada.com.mx/2024/03/25/economia/016n2eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Los hogares de mayores ingresos resintieron en mayor medida la inflación de la primera quincena de marzo, debido a los incrementos de precios en servicios turísticos, que son característicos de esta época del año. En lecturas previas, la carestía más alta había sido para el segmento más vulnerable del país."
Experimentos en el espacio reportan progresos en la lucha contra el cáncer,https://www.jornada.com.mx/2024/03/25/ciencias/a05n2cie?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Washington. Experimentos en el ambiente sin gravedad del espacio, donde las células envejecen más rápido, llevaron a un “progreso impresionante” en la lucha contra el cáncer, afirman funcionarios de la NASA, que trabaja con empeño para combatir esta enfermedad."
Tipifica PRD como discapacidades a la miopía y el astigmatismo con  el fin de registrar dos candidaturas,https://www.jornada.com.mx/2024/03/25/capital/029n2cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Pese a que la miopía y el astigmatismo no son consideradas como discapacidades, el Partido de la Revolución Democrática (PRD) en la Ciudad de México registró dos fórmulas de personas que padecen dicho problema, a fin de cumplir con las acciones afirmativas a que los obliga la ley."
Se acrecienta escasez de agua en la capital poblana,https://www.jornada.com.mx/2024/03/25/estados/026n1est?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Puebla, Pue., En las dos semanas recientes ha aumentado la falta de agua en decenas de colonias y juntas auxiliares de la capital del estado, a causa, según los afectados, de la ineficiencia de la empresa Concesiones Integrales y por conflictos generados por el control del líquido."
Recomienda Ssa vacunar contra sarampión,https://www.jornada.com.mx/2024/03/25/politica/013n1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","El sarampión es una enfermedad causada por un virus que se encuentra en las secreciones de la nariz y la faringe, por lo que se contagia cuando la persona infectada tose o estornuda y las gotitas de saliva que expulsa penetran por la vía respiratoria de quienes no han sido vacunados y no han padecido ese problema. Con un periodo de incubación en el organismo de una a tres semanas, la transmisión ocurre entre cuatro días antes y cuatro días después de comenzar la aparición de ronchas en el cuerpo, informó la Secretaría de Salud."
Celebran ONG prohibición  de terapias de conversión,https://www.jornada.com.mx/2024/03/25/politica/011n1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Yaaj México celebró la determinación de los legisladores respecto a prohibir y castigar las “mal llamadas terapias de conversión” y precisó que el paso legislativo del viernes es “un avance histórico en nuestro país para prevenir la tortura. Esta aprobación es una reparación integral del daño para más de medio millón de personas víctimas de los Ecosig (esfuerzos para corregir o reprimir la orientación sexual, identidad o expresión de género), señaló Iván Tagle, director de la agrupación."
El Correo Ilustrado,https://www.jornada.com.mx/2024/03/25/opinion/002a2cor?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Con relación a la nota “Inegi: el costo de la corrupción en CDMX es el más alto del país”, publicada ayer por La Jornada, que retoma datos de la reciente Encuesta Nacional de Calidad e Impacto Gubernamental (Encig) del Instituto Nacional de Estadística y Geografía (Inegi), la Agencia Digital de Innovación Pública (ADIP) informa lo siguiente:"
Arde sierra en el centro de Veracruz,https://www.jornada.com.mx/2024/03/25/estados/030n1est?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Desde la tarde de ayer en el Valle de Orizaba, al menos cinco conflagraciones se encontraban fuera de control y afectaban a los municipios de Maltrata, Camerino Z. Mendoza y Nogales, por lo que un número no cuantificado de pobladores fueron desalojados. A la medianoche ciudadanos y cuerpos de emergencia trabajaban para intentar poner a salvo a la región, al tiempo que autoridades locales pedían apoyo para sumar esfuerzos ante la emergencia y por redes sociales se demandaba el envío de ayuda para la zona."
El ejército de Israel bombardea otros dos hospitales gazatíes,https://www.jornada.com.mx/2024/03/25/mundo/021n1mun?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","El Cairo., Las fuerzas israelíes asediaban ayer otros dos hospitales de Gaza, inmovilizando a los equipos médicos bajo un intenso tiroteo, informó la Media Luna Roja Palestina, mientras Israel afirmó haber capturado a 480 “sospechosos” y matado a más de 170 milicianos en el asalto al hospital Al Shifa, que comenzó el pasado lunes, lo que describió como un fuerte golpe a Hamas y otros grupos armados que, afirmó, se habían reagrupado en ese recinto médico."
Miguel Ángel Velázquez: Ciudad perdida,https://www.jornada.com.mx/2024/03/25/opinion/028o1cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","El proyecto es América Latina,    y aunque saben que existen otros países con mayor susceptibilidad, están decididos a empezar por México. Bien podríamos decir que se trata de la derecha mundial que tiene tiempo reorganizándose. Pero no nada más, se trata de los españoles y sus intereses en el país, principalmente."
Moscú invade espacio aéreo de Varsovia,https://www.jornada.com.mx/2024/03/25/mundo/020n2mun?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Varsovia. Rusia violó durante 39 segundos el espacio aéreo de Polonia la madrugada de ayer, con un misil de crucero lanzado contra objetivos en el oeste de Ucrania, lo que llevó al país miembro de la Organización del Tratado del Atlántico Norte a activar aviones de combate F-16, informaron fuerzas armadas polacas."
Carlos Bonfil: La muestra,https://www.jornada.com.mx/2024/03/25/opinion/a08o1esp?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","En La quimera (La chimera, 2023), la directora italiana Alice Rohrwacher invita a sus espectadores a un acto de magia. Lo había hecho antes en Las maravillas (Le meraviglie, 2014), como también en su debut fílmico, Cuerpo celeste (Corpo celeste, 2011), ambos títulos disponibles en la plataforma digital MUBI."
Fortalecerá Brugada los programas sociales en los pueblos originarios,https://www.jornada.com.mx/2024/03/25/capital/029n3cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Ante habitantes del pueblo de San Andrés Totoltepec, en Tlalpan, la candidata de los partidos Morena, del Trabajo y Verde Ecologista, Clara Brugada, se comprometió a garantizar cero crecimiento urbano en las áreas de suelo de conservación y utilizar toda la fuerza del Estado contra la tala ilegal en los bosques, así como recuperar la zona lacustre de la Ciudad de México."
AMLO: en EU no cerrarán la frontera ni levantarán muros; “no les conviene”,https://www.jornada.com.mx/2024/03/25/politica/005n1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","En una entrevista con el programa estadunidense 60 Minutos de CBS News, el presidente Andrés Manuel López Obrador afirmó que si el problema de la migración no se enfrenta de raíz y no se aplican sus propuestas de solución, como realizar una inversión de 20 mil millones de dólares en América Latina y el Caribe y regularizar a mexicanos sin documentos que viven en Estados Unidos, “el flujo de migrantes continuará”."
Demandan castigo para motociclista que arrolló  a menor en Insurgentes,https://www.jornada.com.mx/2024/03/25/capital/028n2cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",Organizaciones defensoras del peatón exigieron a las autoridades de las secretarías de Seguridad Ciudadana y de Movilidad no dejar en la impunidad al conductor de una motocicleta que en días pasados atropelló a una menor en avenida Insurgentes Sur y División del Norte cuando circulaba a toda velocidad sobre la ciclopista.
"En 15 años, Gran Om ha buscado la “dignificación estética de  los movimientos sociales”",https://www.jornada.com.mx/2024/03/25/cultura/a04n1cul?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","El proyecto Gran Om tiene su origen en 2006 en la propaganda gráfica para movimientos sociales. Con el tiempo, el ahora estudio de artes visuales ha trabajado con movimientos en resistencia, principalmente indígenas, como el Ejército Zapatista de Liberación Nacional, el Consejo Indígena de Gobierno, o cualquier movilización con demandas que le parezcan “loables”."
Harden y los Clippers caen ante los Sixers de Filadelfia,https://www.jornada.com.mx/2024/03/25/deportes/a30n1dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Los Ángeles., A cuatro meses de su llegada a Clippers de Los Ángeles, James Harden cayó por primera vez ante sus ex compañeros de los 76ers de Filadelfia 121-107 en la Arena Crypto.com"
Aves peregrinas,https://www.jornada.com.mx/2024/03/25/sociedad/030n2soc?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",
Pide Sheinbaum al INE imparcialidad al atender las inconformidades,https://www.jornada.com.mx/2024/03/25/politica/004n1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Gómez Palacio, Dgo., “Tiene que haber imparcialidad, no esta parcialidad que en este caso (sobre La Hora Nacional) están mostrando” en el Instituto Nacional Electoral, aseguró Claudia Sheinbaum, candidata presidencial de la coalición Sigamos Haciendo Historia. Y pidió que se revise la participación de Manuel López San Martín como moderador del debate entre los abanderados presidenciales del próximo 7 de abril, por denostar a Hugo López Gatell, a quien el presidente Andrés Manuel López Obrador nombró asesor en materia de salud."
El Museo de la Caricatura reabrirá  en abril su exposición permanente,https://www.jornada.com.mx/2024/03/25/cultura/a02n1cul?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Después de siete años de espera para su restauración, el Museo de la Caricatura (Donceles 99, Centro Histórico) inaugurará en abril su exposición permanente sobre la evolución de ese arte en el país, en las salas previamente cerradas debido a los daños causados por el terremoto del 19 de septiembre de 2017."
Designan  al general Zamudio nuevo titular de la SSP en Guerrero,https://www.jornada.com.mx/2024/03/25/estados/025n3est?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Chilpancingo, Gro., El general brigadier Gabriel Zamudio López fue designado titular de la Secretaría de Seguridad Pública (SSP) del estado de Guerrero, en sustitución de Jesús Castro Gutiérrez, quien duró en el cargo sólo siete días."
Batalla América en el 2-1 ante Atlético San Luis,https://www.jornada.com.mx/2024/03/25/deportes/a11n1dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","La ausencia de Katty Martínez afectó la contundencia de las Águilas del América, que batallaron para imponerse 2-1 al Atlético San Luis en la jornada 12 de la Liga Mx femenil."
Descubren talento especial para ventas  en línea de madres solteras o divorciadas,https://www.jornada.com.mx/2024/03/25/politica/011n3pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Las mujeres, en particular las madres, suelen tener una mayor capacidad para realizar tareas simultáneas, por lo que la empresa de tecnología Jelou Moms se ha especializado en reclutarlas para hacer múltiples actividades en la venta de productos o servicios por chat, para las cuales los clientes siguen prefiriendo interactuar con personas y no con robots."
Bancos han cerrado casi mil sucursales desde la pandemia,https://www.jornada.com.mx/2024/03/25/economia/018n1eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Los bancos han optado por dirigir gran parte de sus recursos a la digitalización del negocio y las sucursales poco a poco comienzan a disminuir en territorio nacional. Desde marzo de 2020, cuando dio inicio la pandemia de covid-19, hasta diciembre de 2023, estas instituciones han cerrado casi mil establecimientos físicos, según información del Banco de México (BdeM)."
Disfrutan visitantes la ciudad con paseos en  bicicleta y distracciones al comenzar la Semana Santa,https://www.jornada.com.mx/2024/03/25/capital/028n1cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Cientos de capitalinos y visitantes, nacionales y extranjeros, aprovecharon el inicio de la Semana Santa –que se prevé dejará una derrama económica de 7 mil 285 millones de pesos– para andar en bicicleta, ir a comer, acudir al cine, a una plaza comercial o disfrutar de actividades recreativas, ecoturísticas o de turismo de aventura."
Lamenta Ancifem carácter asistencial  de programas de apoyo a las mujeres,https://www.jornada.com.mx/2024/03/25/politica/011n2pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",La Asociación Nacional Cívica Femenina (Ancifem) lamentó que “89.23 por ciento del presupuesto para mujeres esté concentrado en programas de transferencia monetaria y asistencia social que no cuentan con acciones puntuales para la disminución de la desigualdad entre mujeres y hombres”.
Manuel Pérez Rocha L.: Criminal acaparamiento de la riqueza,https://www.jornada.com.mx/2024/03/25/politica/014a2pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",Es correcto apuntar la mirada    al adeudo tributario de Ricardo Salinas Pliego de 63 mil millones de pesos; quien ha de ser uno de los principales personajes a los que bien alude el editorial de La Jornada (17/3/24) que “se envanecen por violar la ley y privar a millones de mexicanos de sus derechos humanos”.
México pierde 2-0; EU es tricampeón en la Liga de Naciones,https://www.jornada.com.mx/2024/03/25/deportes/a12n1dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Un fantasma persigue a México desde hace casi cinco años. En partidos de eliminatoria rumbo al Mundial y torneos regionales, sus pasos producen ruidos que aparecen de golpe, reclamos tan profundos que ningún jugador sabe descifrar."
China busca eliminar tecnología de EU de todo dispositivo del gobierno,https://www.jornada.com.mx/2024/03/25/economia/018n2eco?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","China puso en vigor una serie de directrices para eliminar progresivamente los microprocesadores estadunidenses de Intel y AMD de las computadoras personales y servidores gubernamentales, informó Reuters, citando un reporte del Financial Times."
Indígenas de Guatemala celebran equinoccio con juego de pelota maya,https://www.jornada.com.mx/2024/03/25/cultura/a03n2cul?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Tecpán. Vestidos con pantalones cortos, faja y torso descubierto, miembros de grupos culturales indígenas conmemoraron el sábado el equinoccio de marzo con un torneo del ancestral juego de pelota maya en un pueblo de Guatemala."
